,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,images
3335,3335,3335,3335,Terence Davies,Eric Stoltz,Anthony LaPaglia,Elizabeth McGovern,Drama Romance,the house of mirth,6.5,https://m.media-amazon.com/images/M/MV5BOTk4NWFjOWEtNDdiZC00N2IyLWIwZTYtZDU2YTNlOTFmOWNjXkEyXkFqcGdeQXVyMTk3NDAwMzI@.jpg
3336,3336,3336,3336,Harley Cokeliss,Cliff Robertson,Tracey Walter,Dennis Burkley,Action Drama Thriller,malone,6.5,https://m.media-amazon.com/images/M/MV5BNjJmMjA4ZjMtNmQwMC00N2UwLWI5MjItZjAyODNhMjNkZmY3XkEyXkFqcGdeQXVyMjUyNDk2ODc@.jpg
3337,3337,3337,3337,Victor Salva,Scott Mechlowicz,Tim DeKay,Agnes Bruckner,Drama Romance Sport,peaceful warrior,7.4,https://m.media-amazon.com/images/M/MV5BMTYxMDkyMTIwN15BMl5BanBnXkFtZTcwNjQ3MTkzMQ@@.jpg
3338,3338,3338,3338,Tom Brady,Don Johnson,Kevin Nealon,Nicholas Turturro,Comedy,bucky larson: born to be a star,4.3,https://m.media-amazon.com/images/M/MV5BMjIzMjY4MTk2M15BMl5BanBnXkFtZTcwNzQ3ODg3NQ@@.jpg
3339,3339,3339,3339,Spike Lee,Gillian White,Michael Rapaport,Jada Pinkett Smith,Comedy Drama Music,bamboozled,6.4,"https://m.media-amazon.com/images/M/MV5BMTI2ODIzMjUyMV5BMl5BanBnXkFtZTYwNzEyMzY3._V1_SY150_CR0,0,101,150_.jpg.jpg"
3340,3340,3340,3340,Jason Zada,Eoin Macken,Stephanie Vogt,Gen Seto,Horror Mystery Thriller,the forest,5.1,https://m.media-amazon.com/images/M/MV5BMzY5NThkOWItN2I1OC00MzQ2LThlYjktMGExYTk2YzM1ZGRmXkEyXkFqcGdeQXVyODEyMzI2OTE@.jpg
3341,3341,3341,3341,Franklin J. Schaffner,Frank Langella,William Hootkins,John Gielgud,Adventure Mystery Thriller,sphinx,5.6,https://m.media-amazon.com/images/M/MV5BNTc5NjM4YTMtMDFlMS00YWU3LTk5ZGEtNTg2MmU2NzVhMzcxXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
3342,3342,3342,3342,Noah Baumbach,Naomi Watts,Maria Dizzia,Dree Hemingway,Comedy Drama,while we're young,5.9,https://m.media-amazon.com/images/M/MV5BMTc4MDEzMTA5MF5BMl5BanBnXkFtZTgwODA5MTM0NDE@.jpg
3343,3343,3343,3343,Chris Weitz,Demiýýn Bichir,Eddie 'Piolin' Sotelo,Robert Peters,Drama Romance,a better life,7.1,https://m.media-amazon.com/images/M/MV5BMTUyODMxODYwMV5BMl5BanBnXkFtZTcwMTg4MTU1NA@@.jpg
3344,3344,3344,3344,David Cronenberg,Miranda Richardson,John Neville,Lynn Redgrave,Drama Mystery Thriller,spider,8.4,https://m.media-amazon.com/images/M/MV5BMmY4OGRmNWMtNmIyNS00YWQ5LWJmMGUtMDI3MWRlMmQ0ZDQzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
3345,3345,3345,3345,Eric Blakeney,Liam Neeson,Oliver Platt,Mitch Pileggi,Comedy Crime Romance,gun shy,4.8,https://m.media-amazon.com/images/M/MV5BNDQwNTk2MDk1NV5BMl5BanBnXkFtZTgwMzgwOTUxMzI@.jpg
3346,3346,3346,3346,Douglas McGrath,Charlie Hunnam,Anne Hathaway,Jim Broadbent,Drama Romance,nicholas nickleby,6.9,https://m.media-amazon.com/images/M/MV5BMjQxNjMzODA3NF5BMl5BanBnXkFtZTgwMjU4MDcxMDI@.jpg
3347,3347,3347,3347,Ariel Vromen,Chris Evans,James Franco,Robert Davi,Biography Crime Drama,the iceman,6.4,https://m.media-amazon.com/images/M/MV5BNDQyMjM5MTc2OF5BMl5BanBnXkFtZTgwMzg1NTMxMjE@.jpg
3348,3348,3348,3348,Rakesh Roshan,Naseeruddin Shah,Rekha,Sharat Saxena,Action Adventure Romance Sci-Fi,krrish,,https://m.media-amazon.com/images/M/MV5BNzRlNDJmOWUtMTM5Ni00ZjNlLWEwZjYtNTY1ZGEzNjE3OWMzXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg
3349,3349,3349,3349,John Waters,Alicia Witt,Melanie Griffith,Kevin Nealon,Comedy Crime Thriller,cecil b. demented,6.4,https://m.media-amazon.com/images/M/MV5BOWE2YzQ4MDMtZmQ5Yi00YjU5LTkyMzUtYzk5NzY3OTFiM2MwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg
3350,3350,3350,3350,William Friedkin,Matthew McConaughey,Scott A. Martin,Carol Sutton,Crime Drama Romance Thriller,killer joe,6.5,https://m.media-amazon.com/images/M/MV5BN2JhZDlmY2MtOWM4Yi00ODNlLWI4NjItOTY4MjEyYzQ0ZGI2XkEyXkFqcGdeQXVyNTQzOTc3MTI@.jpg
3351,3351,3351,3351,Derrick Borte,Demi Moore,Gary Cole,Robert Pralgo,Comedy Drama,the joneses,6.1,https://m.media-amazon.com/images/M/MV5BMTUyNzkzNTIyOV5BMl5BanBnXkFtZTcwOTUxMDEyMw@@.jpg
3352,3352,3352,3352,Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,Maury Chaykin,Crime Drama Thriller,owning mahowny,7.0,"https://m.media-amazon.com/images/M/MV5BMTI1MDg5NDY4Nl5BMl5BanBnXkFtZTYwODYxNzk5._V1_SY150_CR0,0,101,150_.jpg.jpg"
3353,3353,3353,3353,Bob Odenkirk,Jenna Fischer,Lee Majors,Will Forte,Comedy,the brothers solomon,5.0,https://m.media-amazon.com/images/M/MV5BMTUxNzUwNzcyNV5BMl5BanBnXkFtZTcwNjM3MTg0MQ@@.jpg
3354,3354,3354,3354,Kar-Wai Wong,Natalie Portman,Norah Jones,Adriane Lenox,Drama Romance,my blueberry nights,6.4,https://m.media-amazon.com/images/M/MV5BMTIzNTM0NTQ1OF5BMl5BanBnXkFtZTcwMDI3NzM2MQ@@.jpg
3355,3355,3355,3355,John Turturro,Beverly D'Angelo,Ben Gazzara,George DiCenzo,Drama,illuminata,5.8,https://m.media-amazon.com/images/M/MV5BMTUzMjU5NjIxM15BMl5BanBnXkFtZTcwNzM5MTcxMQ@@.jpg
3356,3356,3356,3356,Guy Ritchie,Bruce Greenwood,Jeanne Tripplehorn,David Thornton,Comedy Romance,swept away,4.5,https://m.media-amazon.com/images/M/MV5BZjI3ZjkxNzItNTNjYS00OTI4LWFlYmItZjM5ZGUwZGUzMmVjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
3357,3357,3357,3357,Joshua Seftel,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,Action Comedy Thriller,"war, inc.",5.6,https://m.media-amazon.com/images/M/MV5BODk3NzkxMzE2Nl5BMl5BanBnXkFtZTcwMTIzMzQ2MQ@@.jpg
3358,3358,3358,3358,Stephen Chow,Wei Zhao,Karen Mok,Kwok-Kwan Chan,Action Comedy Sport,shaolin soccer,6.9,"https://m.media-amazon.com/images/M/MV5BMjA1NTAwNTcyN15BMl5BanBnXkFtZTYwNjYxNzk5._V1_SY150_CR2,0,101,150_.jpg.jpg"
3359,3359,3359,3359,Vincent Gallo,Vincent Gallo,Cheryl Tiegs,Anna Vareschi,Drama,the brown bunny,5.5,https://m.media-amazon.com/images/M/MV5BZWUyMGVkYTYtZGFjNy00N2M2LWEwZmItMTk0NTA4Y2JkN2I4XkEyXkFqcGdeQXVyMjQwMjk0NjI@.jpg
3360,3360,3360,3360,Claude Chabrol,Isabelle Huppert,Franýýois Cluzet,Michel Serrault,Comedy Crime Thriller,the swindle,2.0,https://m.media-amazon.com/images/M/MV5BYWNiNmU3NGUtMmI0ZC00MDhhLTk3MGEtMjE5OTY1NDJmMzRiXkEyXkFqcGdeQXVyMzIzNDU1NTY@.jpg
3361,3361,3361,3361,Jon Stewart,Numan Acar,Claire Foy,Haluk Bilginer,Biography Drama,rosewater,6.7,https://m.media-amazon.com/images/M/MV5BNjY1NjQ1NjMzNl5BMl5BanBnXkFtZTgwNzU0Mjc1MjE@.jpg
3362,3362,3362,3362,Bigas Luna,Olivier Martinez,Aitana Sýýnchez-Gijýýn,Romane Bohringer,Drama Romance,the chambermaid on the titanic,6.1,https://m.media-amazon.com/images/M/MV5BMWUzYjgyNDEtNTAyMi00M2JjLTlhMzMtMDJmOGM1ZmYzNzY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg
3363,3363,3363,3363,Ralph Fiennes,Gerard Butler,Ashraf Barhom,Lubna Azabal,Drama Thriller War,coriolanus,5.9,https://m.media-amazon.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@.jpg
3364,3364,3364,3364,Dan Harris,Kip Pardue,Ryan Donowho,Larry Fessenden,Comedy Drama,imaginary heroes,6.4,"https://m.media-amazon.com/images/M/MV5BMTcyNjY5ODYzMF5BMl5BanBnXkFtZTYwMDg2MjY2._V1_SY150_CR0,0,101,150_.jpg.jpg"
3365,3365,3365,3365,Mel Smith,Minnie Driver,Danny Dyer,Mary McCormack,Action Comedy Drama,high heels and low lifes,6.5,https://m.media-amazon.com/images/M/MV5BYjVhOTkzMzItNGZkZC00MjE2LTg0YzctZTY2OGEzZDFjMmQwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
3366,3366,3366,3366,Bobcat Goldthwait,Robin Williams,Daryl Sabara,Henry Simmons,Comedy Drama,world's greatest dad,6.6,https://m.media-amazon.com/images/M/MV5BNDZhMThjMDMtYTY4Mi00YmVjLTgxZDYtZDQzZjdmNjNhZGVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg
3367,3367,3367,3367,Christopher Smith,Danny Dyer,Toby Stephens,Laura Harris,Comedy Horror Thriller,severance,6.3,https://m.media-amazon.com/images/M/MV5BN2FkZjM2ZTUtMGNlYy00MTQwLWIyNDktN2Q0MzNiYzEwMDA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3368,3368,3368,3368,Stuart Gordon,Joe Mantegna,Dulýý Hill,Jeffrey Combs,Drama Thriller,edmond,6.0,"https://m.media-amazon.com/images/M/MV5BNzg0ZTg2OWEtMWJhZC00MDBjLThlYjAtODcyZmY3NWE3MTRjXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SY150_CR0,0,101,150_.jpg.jpg"
3369,3369,3369,3369,Jake Scott,Kristen Stewart,Ally Sheedy,Kerry Cahill,Drama,welcome to the rileys,6.6,https://m.media-amazon.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@.jpg
3370,3370,3370,3370,Alan Metter,Christopher Lee,Michael Winslow,G.W. Bailey,Comedy Crime,police academy: mission to moscow,4.5,https://m.media-amazon.com/images/M/MV5BNmM5MzA3YTMtZDZkNy00YzNlLWFkZTUtZDJhYTNkMzk1ODNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3371,3371,3371,3371,Jeb Stuart,Ricky Schroder,Nate Parker,Lee Norris,Drama,blood done sign my name,6.3,https://m.media-amazon.com/images/M/MV5BMTgwNjk4NjM4OV5BMl5BanBnXkFtZTcwNDY2ODkxMw@@.jpg
3372,3372,3372,3372,Rafa Lara,Jorge Luis Moreno,Andrýýs Montiel,William Miller,Drama History War,"cinco de mayo, la batalla",6.1,https://m.media-amazon.com/images/M/MV5BMjAzMjg4MDU1OF5BMl5BanBnXkFtZTcwNjg4MDU0OQ@@.jpg
3373,3373,3373,3373,Michael Radford,Chris Noth,Jared Gilman,James Brolin,Comedy Drama Romance,elsa & fred,6.0,https://m.media-amazon.com/images/M/MV5BMjM4MzIyNzQ1N15BMl5BanBnXkFtZTgwMjQyNzY3MjE@.jpg
3374,3374,3374,3374,Arthur Hiller,Eric Idle,Harvey Weinstein,Ryan O'Neal,Comedy,an alan smithee film: burn hollywood burn,4.0,https://m.media-amazon.com/images/M/MV5BZmQ4NzIzZWEtZTQyNi00MTRmLWFhMTctNTNkNzRjMGZjMzZjXkEyXkFqcGdeQXVyMjMwNDgzNjc@.jpg
3375,3375,3375,3375,Michael Meredith,Jeff Bridges,Justin Timberlake,Ted Danson,Comedy Drama,the open road,5.4,https://m.media-amazon.com/images/M/MV5BMTM1NDc5NzYwOF5BMl5BanBnXkFtZTcwMzc5Mzc3Mg@@.jpg
3376,3376,3376,3376,Julio DePietro,Adrian Martinez,Scott Porter,Aaron Yoo,Comedy Romance,the good guy,5.6,https://m.media-amazon.com/images/M/MV5BMTc3MTExMzIzMV5BMl5BanBnXkFtZTcwMjI1MzUxMw@@.jpg
3377,3377,3377,3377,Katherine Dieckmann,Stephanie Szostak,Minnie Driver,Anthony Edwards,Comedy Drama,motherhood,5.0,https://m.media-amazon.com/images/M/MV5BMTk0OTYwOTA2Ml5BMl5BanBnXkFtZTcwNDgxOTg3Mg@@.jpg
3378,3378,3378,3378,William Dear,Madison Pettis,Corbin Bleu,Sandra Echeverrýýa,Drama,free style,4.6,https://m.media-amazon.com/images/M/MV5BMTU5MzQwNjI4NF5BMl5BanBnXkFtZTcwNzUxOTg3Mg@@.jpg
3379,3379,3379,3379,Kim Farrant,Nicholas Hamilton,Reef Ireland,Sean Keenan,Drama Mystery Thriller,strangerland,5.2,https://m.media-amazon.com/images/M/MV5BZjRiZjJiNWUtODQzMy00YmMyLWFmZDgtMWZjNDdmNTgxZjg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3380,3380,3380,3380,Marcus Raboy,Mike Epps,Tamala Jones,Glenn Plummer,Comedy Crime Music,the janky promoters,6.1,https://m.media-amazon.com/images/M/MV5BMWI1YjZhNWEtYzFiNC00MGY4LTkzODktNDlkOTM1MTdiN2QyXkEyXkFqcGdeQXVyMTQ4NDY5OTc@.jpg
3381,3381,3381,3381,Scott Marshall,Drew Fuller,Drew Waters,Larry Miller,Comedy Romance,blonde ambition,4.4,https://m.media-amazon.com/images/M/MV5BNGE2ZWY0YmYtYjc5OC00NjM1LWE2YmUtZmU4NDc4OGZmZjI5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUzNjcwOTM@.jpg
3382,3382,3382,3382,ýýlex de la Iglesia,Jim Carter,Leonor Watling,Danny Sapani,Crime Mystery Thriller,the oxford murders,6.0,https://m.media-amazon.com/images/M/MV5BMTUzMjY5NDA3OF5BMl5BanBnXkFtZTcwMDEwODE3Mw@@.jpg
3383,3383,3383,3383,Andrew Traucki,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,Horror Thriller,the reef,5.6,https://m.media-amazon.com/images/M/MV5BMTY2ODE3MjI3Ml5BMl5BanBnXkFtZTcwMjM4ODM4Mg@@.jpg
3384,3384,3384,3384,Michael Clancy,Zooey Deschanel,Rip Torn,Kelly Preston,Comedy Drama,eulogy,6.3,https://m.media-amazon.com/images/M/MV5BMTczMDA1MjEzOF5BMl5BanBnXkFtZTcwNjIwMDEwNQ@@.jpg
3385,3385,3385,3385,Patrick Lussier,Teryl Rothery,Craig Fairbrass,Adrian Holmes,Drama Fantasy Horror Thriller,white noise 2: the light,5.5,https://m.media-amazon.com/images/M/MV5BNDk2YzUyOTQtMDIwNy00ZWQxLTkwNzYtNTliMjZhNmE4MmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3386,3386,3386,3386,Robert Adetuyi,Shane Pollard,Mishael Morgan,Chase Armitage,Drama Music,you got served: beat the world,5.0,https://m.media-amazon.com/images/M/MV5BZjc0ZmU2MWItNjYxMi00NjQwLThiNjctNzU2MzU4YjgwYzE5XkEyXkFqcGdeQXVyNzMwOTY2NTI@.jpg
3387,3387,3387,3387,Kari Skogland,Jim Sturgess,Kevin Zegers,Michael McElhatton,Drama Thriller,fifty dead men walking,6.4,https://m.media-amazon.com/images/M/MV5BYTNiMTY2NzItYTUzMS00Yzc3LTgzNGItY2E4M2M3NGJlODI0XkEyXkFqcGdeQXVyNzQ5MzY0NjM@.jpg
3388,3388,3388,3388,Taedong Park,Drake Bell,Tom Arnold,Amanda Troop,Adventure Animation,jungle shuffle,5.3,https://m.media-amazon.com/images/M/MV5BNjY4OTAzNjc5Ml5BMl5BanBnXkFtZTgwNjExODc3MDE@.jpg
3389,3389,3389,3389,Paul Schrader,Veronica Ferres,Ayelet Zurer,Derek Jacobi,Drama War,adam resurrected,6.3,https://m.media-amazon.com/images/M/MV5BZjg4M2E3OTItMTU4ZS00YTM5LWI3ZWEtMjU4YjhjNTJkMWI0XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg
3390,3390,3390,3390,Benedikt Erlingsson,Ingvar Eggert Sigurýýsson,Charlotte Býýving,Sigrýýýýur Marýýa Egilsdýýttir,Comedy Drama Romance,of horses and men,7.0,https://m.media-amazon.com/images/M/MV5BMjI5OTM1OTA1NV5BMl5BanBnXkFtZTgwNjE3MTI1NDE@.jpg
3391,3391,3391,3391,Gurinder Chadha,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,Comedy Drama Horror Romance,it's a wonderful afterlife,4.5,https://m.media-amazon.com/images/M/MV5BMTg4NjgyNzE3NF5BMl5BanBnXkFtZTcwMjE4OTc3Mw@@.jpg
3392,3392,3392,3392,Jason Connery,Ray Winstone,Henry Rollins,Jason London,Action Horror Sci-Fi,the devil's tomb,4.2,https://m.media-amazon.com/images/M/MV5BYTM4N2Y3NWQtMDliMi00YzgzLWFlMmEtZmJhOTI5ZjlkZDY4XkEyXkFqcGdeQXVyMjQwMjk0NjI@.jpg
3393,3393,3393,3393,Vic Sarin,Jimi Mistry,Jesse Moss,John Light,Drama Romance,partition,5.7,https://m.media-amazon.com/images/M/MV5BMTIxNDQ4NDI2M15BMl5BanBnXkFtZTcwMTI1MjU0MQ@@.jpg
3394,3394,3394,3394,Jim Issa,Elaine Hendrix,Luke Perry,Jon Gries,Comedy,good intentions,4.8,"https://m.media-amazon.com/images/M/MV5BMTYwOTE3MDU0Nl5BMl5BanBnXkFtZTcwMDIzNjExMw@@._V1_UY1200_CR170,0,630,1200_AL_.jpg"
3395,3395,3395,3395,Jee-woon Kim,Kang-ho Song,Woo-sung Jung,Dal-su Oh,Action Adventure Comedy Western,"the good, the bad, the weird",7.2,https://m.media-amazon.com/images/M/MV5BYzgxYWM3MjEtZjhmYi00YWRlLWE4YjItYmI3NTVmOTljNzUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3396,3396,3396,3396,Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Horror Thriller,nurse 3d,5.0,https://m.media-amazon.com/images/M/MV5BMTQwMzM5MTQ3MF5BMl5BanBnXkFtZTcwOTc4MjE5Ng@@.jpg
3397,3397,3397,3397,William Phillips,Tyler Mane,Callum Rennie,Dustin Milligan,Action Comedy Drama Western,gunless,6.5,https://m.media-amazon.com/images/M/MV5BMDk1OTQzYjItNjk3OS00N2I3LThkN2EtZjM5OTQwZjFjZTAxL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@.jpg
3398,3398,3398,3398,Greg Mottola,Kristen Stewart,Martin Starr,Wendie Malick,Comedy Drama Romance,adventureland,6.4,https://m.media-amazon.com/images/M/MV5BMTI1NTYyMjA2N15BMl5BanBnXkFtZTcwNjU1OTA0Mg@@.jpg
3399,3399,3399,3399,Andy Garcia,Danny Pino,Victor Rivers,Enrique Murciano,Drama Romance,the lost city,6.8,https://m.media-amazon.com/images/M/MV5BNjM4ODM1MTMzOF5BMl5BanBnXkFtZTcwMzY1NzczMQ@@.jpg
3400,3400,3400,3400,Steve Carr,John Witherspoon,Mike Epps,Rolando Molina,Comedy,next friday,6.4,https://m.media-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@.jpg
3401,3401,3401,3401,Sarik Andreasyan,Hayden Christensen,Jordana Brewster,Akon,Action Crime Drama Thriller,american heist,4.7,https://m.media-amazon.com/images/M/MV5BMTQ4Mjg2ODQ5Ml5BMl5BanBnXkFtZTgwMTM4OTA3NTE@.jpg
3402,3402,3402,3402,Lewis Gilbert,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,Action Adventure Thriller,you only live twice,6.6,https://m.media-amazon.com/images/M/MV5BMTc5MThlMDMtNGZhNy00ZGI5LTliYjItNmIwMzZlOTliOTNhXkEyXkFqcGdeQXVyNDY2MTk1ODk@.jpg
3403,3403,3403,3403,Julian Gilbey,Mem Ferda,Alfie Allen,Malese Jow,Action Comedy Crime Drama,plastic,6.1,https://m.media-amazon.com/images/M/MV5BNDY5ODg2MzIwN15BMl5BanBnXkFtZTgwMDEzNjk1MjE@.jpg
3404,3404,3404,3404,Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,Drama Romance,amour,7.8,https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@.jpg
3405,3405,3405,3405,Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,Horror Thriller,poltergeist iii,5.1,https://m.media-amazon.com/images/M/MV5BNjZjMWMwZTEtZjFjNy00M2Y1LWJmMWYtNjFjZjJiNGNiYzc1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3406,3406,3406,3406,Valeri Milev,Daniella Alonso,Roger Cross,Jesse Garcia,Action Horror,re-kill,4.9,https://m.media-amazon.com/images/M/MV5BMTMxNDk5OTUxMl5BMl5BanBnXkFtZTcwNTMzNjM1NA@@.jpg
3407,3407,3407,3407,Stanley Kramer,Jonathan Winters,Sid Caesar,Spencer Tracy,Action Adventure Comedy Crime,"it's a mad, mad, mad, mad world",7.1,https://m.media-amazon.com/images/M/MV5BN2YyYjUzYmMtZDNmMy00ODRmLWExOTYtMzg5NzQ5NzZhNjA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
3408,3408,3408,3408,Pedro Almodýývar,Carmen Maura,Lola Dueýýas,Antonio de la Torre,Comedy Crime Drama Mystery,volver,7.5,https://m.media-amazon.com/images/M/MV5BMjA0NTUxMjY1OV5BMl5BanBnXkFtZTcwNjI2OTMzMQ@@.jpg
3409,3409,3409,3409,Gerald Potterton,John Vernon,Joe Flaherty,Don Francks,Adventure Animation Fantasy Horror Sci-Fi,heavy metal,6.4,https://m.media-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
3410,3410,3410,3410,Jared Hess,Jizelle Jade,Michael Angarano,Hýýctor Jimýýnez,Adventure Comedy Sci-Fi,gentlemen broncos,5.9,https://m.media-amazon.com/images/M/MV5BMjA2NDAzMDU4Ml5BMl5BanBnXkFtZTcwMDc3Mzc3Mg@@.jpg
3411,3411,3411,3411,Richard Loncraine,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,Drama War,richard iii,6.7,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg
3412,3412,3412,3412,David Hackl,Scott Glenn,Michaela McManus,Luisa D'Oliveira,Action Horror Thriller,into the grizzly maze,5.3,https://m.media-amazon.com/images/M/MV5BMjExOTkxMTIzN15BMl5BanBnXkFtZTgwNjcxNzY2NTE@.jpg
3413,3413,3413,3413,Anurag Basu,Býýrbara Mori,Steven Michael Quezada,Kabir Bedi,Action Drama Romance Thriller,kites,6.7,https://m.media-amazon.com/images/M/MV5BMGRhYTVhODQtMWNlMS00ZjY0LWJhNWMtNDJjOTEyNWY3MGYxXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg
3414,3414,3414,3414,Lars von Trier,Alexander Skarsgýýrd,Kirsten Dunst,Charlotte Rampling,Drama Sci-Fi,melancholia,7.2,https://m.media-amazon.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@.jpg
3415,3415,3415,3415,Kriv Stenders,Noah Taylor,Keisha Castle-Hughes,Luke Ford,Biography Comedy Drama Family Romance,red dog,7.0,https://m.media-amazon.com/images/M/MV5BMzM3NTE2NjY5M15BMl5BanBnXkFtZTcwMTY0MzUwNg@@.jpg
3416,3416,3416,3416,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Vic Waghorn,Drama Romance,jab tak hai jaan,6.8,https://m.media-amazon.com/images/M/MV5BMTUyMzM5OTM5NF5BMl5BanBnXkFtZTcwNTIwMjA3OA@@.jpg
3417,3417,3417,3417,Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,Horror Sci-Fi,alien,7.0,https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
3418,3418,3418,3418,Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,Horror Thriller,the texas chain saw massacre,7.3,https://m.media-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
3419,3419,3419,3419,Floria Sigismondi,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,Biography Drama Music,the runaways,6.5,https://m.media-amazon.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@.jpg
3420,3420,3420,3420,Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris,Drama Family Musical Romance,fiddler on the roof,7.7,https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg
3421,3421,3421,3421,Terence Young,Desmond Llewelyn,Earl Cameron,Lois Maxwell,Action Adventure Thriller,thunderball,6.6,https://m.media-amazon.com/images/M/MV5BM2I0YWRjZDQtMjQwMC00N2EzLTg0MTctYWE0MzIzOTZiMjE5XkEyXkFqcGdeQXVyNDY2MTk1ODk@.jpg
3422,3422,3422,3422,Joseph Kahn,Josh Hutcherson,Shanley Caswell,Parker Bagley,Comedy Horror Sci-Fi,detention,5.6,https://m.media-amazon.com/images/M/MV5BZDgxNzY0ZGEtZTMzNi00Y2JjLTkyZDktMDQ0M2E4Zjc2ZWY1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@.jpg
3423,3423,3423,3423,Ferzan Ozpetek,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Comedy Drama Romance,loose cannons,5.1,https://m.media-amazon.com/images/M/MV5BOTJkZDRkZjctYWZmMi00ZDgyLWEwYjQtMjgxYWEwYTg3Y2E5XkEyXkFqcGdeQXVyMzIzNDU1NTY@.jpg
3424,3424,3424,3424,F. Gary Gray,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood,Action Crime Drama Romance Thriller,set it off,7.2,https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@.jpg
